monomer,log_r,mol1_HOMO_1,mol1_HOMO,mol1_LUMO,mol1_LUMO_Add1,mol2_HOMO_1,mol2_HOMO,mol2_LUMO,mol2_LUMO_Add1,rad1_HOMO_1,rad1_HOMO,rad1_LUMO,rad1_LUMO_Add1
"Citraconate, dipropyl.Styrene",2.19,-0.230012,-0.203579,-0.064886,-0.034535,-0.233694,-0.223873,-0.075255,-0.017906,-0.223398,-0.14625,-0.104501,-0.032198
"Citraconate, dipropyl.Styrene",2.19,-0.230012,-0.203579,-0.064886,-0.034535,-0.233694,-0.223873,-0.075255,-0.017906,-0.223398,-0.14625,-0.104501,-0.032198
"Acrylate, α-acetoxy-, ethyl.Vinyl acetate",0.08,-0.242132,-0.227671,-0.048528,-0.00357,-0.238513,-0.235971,-0.078178,-0.035533,-0.232249,-0.142258,-0.083674,-0.025058
"Acrylate, α-acetoxy-, ethyl.Vinyl acetate",0.08,-0.242132,-0.227671,-0.048528,-0.00357,-0.238513,-0.235971,-0.078178,-0.035533,-0.232249,-0.142258,-0.083674,-0.025058
"Acrylate, methyl.Vinyl fluoride",0.01,-0.326667,-0.236752,-0.022527,0.054138,-0.258109,-0.234553,-0.080381,0.040831,-0.297761,-0.150978,-0.076761,0.036633
"Acrylate, methyl.Vinyl fluoride",0.01,-0.326667,-0.236752,-0.022527,0.054138,-0.258109,-0.234553,-0.080381,0.040831,-0.297761,-0.150978,-0.076761,0.036633
"Pyrrolidone, N-vinyl-.Vinyl cinnamate",1.2,-0.226471,-0.216181,-0.102335,-0.048051,-0.214269,-0.199943,-0.039613,0.015297,-0.21153,-0.14234,-0.105843,-0.090329
"Butadiene, 1,4-dicarboxylate-, diethyl.Pyridine, 2-vinyl-",0.41,-0.214771,-0.212185,-0.075182,-0.04993,-0.234118,-0.231598,-0.116515,-0.035446,-0.206639,-0.158027,-0.116963,-0.04953
"Butadiene, 1,4-dicarboxylate-, diethyl.Pyridine, 2-vinyl-",0.41,-0.214771,-0.212185,-0.075182,-0.04993,-0.234118,-0.231598,-0.116515,-0.035446,-0.206639,-0.158027,-0.116963,-0.04953
"Acrylonitrile.Methacrylate, 2-bromoethyl",2.38,-0.242359,-0.237026,-0.079786,-0.032582,-0.307886,-0.266671,-0.092915,-0.013216,-0.22718,-0.185485,-0.134227,-0.030069
"Maleimide, N-(2-hydroxyethyl)-.Vinyl acetate",0.01,-0.242132,-0.227671,-0.048528,-0.00357,-0.234431,-0.229828,-0.124609,0.006264,-0.232249,-0.142258,-0.083674,-0.025058
"Acrylonitrile.Allylstearamide, N-",0.03,-0.219079,-0.207168,-0.02979,-0.000708,-0.307886,-0.266671,-0.092915,-0.013216,-0.205521,-0.15805,-0.091317,-0.000346
"Acrylonitrile.Allylstearamide, N-",0.03,-0.219079,-0.207168,-0.02979,-0.000708,-0.307886,-0.266671,-0.092915,-0.013216,-0.205521,-0.15805,-0.091317,-0.000346
"Methacrylate, diethylaminoethyl.Methacrylic acid",0.63,-0.244043,-0.234005,-0.078886,0.015087,-0.231809,-0.174402,-0.07249,0.029238,-0.223269,-0.18582,-0.133213,0.012632
"Citraconimide, N-isobutyl-.Styrene",0.326,-0.230012,-0.203579,-0.064886,-0.034535,-0.235909,-0.228247,-0.118551,0.016119,-0.223398,-0.14625,-0.104501,-0.032198
"Isopropenyltoluene.Methacrylate, methyl",0.68,-0.242223,-0.232505,-0.073856,0.03591,-0.217723,-0.211625,-0.033925,-0.026946,-0.220687,-0.179645,-0.127212,0.015165
"Isopropenyltoluene.Methacrylate, methyl",0.68,-0.242223,-0.232505,-0.073856,0.03591,-0.217723,-0.211625,-0.033925,-0.026946,-0.220687,-0.179645,-0.127212,0.015165
"Isopropenyltoluene.Methacrylate, methyl",0.68,-0.242223,-0.232505,-0.073856,0.03591,-0.217723,-0.211625,-0.033925,-0.026946,-0.220687,-0.179645,-0.127212,0.015165
"Isopropenyltoluene.Methacrylate, methyl",0.68,-0.242223,-0.232505,-0.073856,0.03591,-0.217723,-0.211625,-0.033925,-0.026946,-0.220687,-0.179645,-0.127212,0.015165
"Mesaconate, diethyl.Styrene",1.24,-0.230012,-0.203579,-0.064886,-0.034535,-0.233645,-0.225287,-0.075892,-0.017563,-0.223398,-0.14625,-0.104501,-0.032198
"Mesaconate, diethyl.Styrene",1.24,-0.230012,-0.203579,-0.064886,-0.034535,-0.233645,-0.225287,-0.075892,-0.017563,-0.223398,-0.14625,-0.104501,-0.032198
Acrylamide.Methylenebutyrolactone,2.85,-0.249704,-0.230014,-0.082503,0.016613,-0.236189,-0.212611,-0.068727,0.013377,-0.221775,-0.187831,-0.135814,0.011947
Acrylamide.Methylenebutyrolactone,2.85,-0.249704,-0.230014,-0.082503,0.016613,-0.236189,-0.212611,-0.068727,0.013377,-0.221775,-0.187831,-0.135814,0.011947
"Acrylonitrile.Butadiene, 2,3-chloro-",4.8,-0.251916,-0.22783,-0.08502,-0.022434,-0.307886,-0.266671,-0.092915,-0.013216,-0.233999,-0.170255,-0.121507,-0.020349
"Acrylonitrile.Butadiene, 2,3-chloro-",5.38,-0.251916,-0.22783,-0.08502,-0.022434,-0.307886,-0.266671,-0.092915,-0.013216,-0.233999,-0.170255,-0.121507,-0.020349
Vinyl chloroacetate.Vinyl phenyl ether,0.55,-0.233864,-0.195694,-0.039966,-0.034851,-0.258,-0.238432,-0.060776,-0.015429,-0.208006,-0.127386,-0.075167,-0.033422
Vinyl chloroacetate.Vinyl phenyl ether,0.55,-0.233864,-0.195694,-0.039966,-0.034851,-0.258,-0.238432,-0.060776,-0.015429,-0.208006,-0.127386,-0.075167,-0.033422
"Butadiene, 2-chloro-.Methacrylate, iso-butyl",0.9,-0.240541,-0.229298,-0.071905,0.023504,-0.26474,-0.21853,-0.072528,0.004882,-0.218305,-0.178355,-0.125777,0.014517
"Methacrylate, methyl.Vinylbenzoic acid, p-",1.16,-0.235431,-0.217711,-0.094026,-0.04712,-0.242223,-0.232505,-0.073856,0.03591,-0.227933,-0.165013,-0.129376,-0.05662
"Methacrylate, methyl.Vinylbenzoic acid, p-",1.16,-0.235431,-0.217711,-0.094026,-0.04712,-0.242223,-0.232505,-0.073856,0.03591,-0.227933,-0.165013,-0.129376,-0.05662
"Acrylate, ethyl.Pyridine, 2-vinyl-",2.25,-0.21477099999999996,-0.21218499999999998,-0.075182,-0.04993,-0.256191,-0.23124200000000003,-0.078408,0.030931,-0.206639,-0.158027,-0.116963,-0.04953
"Acrylate, ethyl.Pyridine, 2-vinyl-",0.28,-0.21477099999999996,-0.21218499999999998,-0.075182,-0.04993,-0.256191,-0.23124200000000003,-0.078408,0.030931,-0.206639,-0.158027,-0.116963,-0.04953
"Acrylate, ethyl.Pyridine, 2-vinyl-",2.25,-0.21477099999999996,-0.21218499999999998,-0.075182,-0.04993,-0.256191,-0.23124200000000003,-0.078408,0.030931,-0.206639,-0.158027,-0.116963,-0.04953
"Maleimide, N-cyclohexyl-.Maleimide, N-α-methylbenzyl-",1.07,-0.228548,-0.224239,-0.127565,-0.038706,-0.238812,-0.231076,-0.125932,0.017779,-0.220152,-0.209282,-0.155794,-0.048662
"Maleimide, N-cyclohexyl-.Maleimide, N-α-methylbenzyl-",1.07,-0.228548,-0.224239,-0.127565,-0.038706,-0.238812,-0.231076,-0.125932,0.017779,-0.220152,-0.209282,-0.155794,-0.048662
"Fumarate, di-(2-methoxyethyl).Styrene",0.35,-0.230012,-0.203579,-0.064886,-0.034535,-0.221479,-0.221198,-0.114099,-0.006504,-0.223398,-0.14625,-0.104501,-0.032198
"Fumarate, dimethyl.Styrene",0.39,-0.230012,-0.203579,-0.064886,-0.034535,-0.241788,-0.231007,-0.088398,-0.02389,-0.223398,-0.14625,-0.104501,-0.032198
"Fumarate, dimethyl.Styrene",0.39,-0.230012,-0.203579,-0.064886,-0.034535,-0.241788,-0.231007,-0.088398,-0.02389,-0.223398,-0.14625,-0.104501,-0.032198
"Pyridine, 2-methyl-5-vinyl-.Styrene",0.74,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.212011,-0.208375,-0.072613,-0.050408,-0.223398,-0.14625,-0.104501,-0.032198
"Pyridine, 2-methyl-5-vinyl-.Styrene",0.6,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.212011,-0.208375,-0.072613,-0.050408,-0.223398,-0.14625,-0.104501,-0.032198
"Pyridine, 2-methyl-5-vinyl-.Styrene",0.72,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.212011,-0.208375,-0.072613,-0.050408,-0.223398,-0.14625,-0.104501,-0.032198
"Pyridine, 2-methyl-5-vinyl-.Styrene",0.73,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.212011,-0.208375,-0.072613,-0.050408,-0.223398,-0.14625,-0.104501,-0.032198
"Pyridine, 2-methyl-5-vinyl-.Styrene",0.74,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.212011,-0.208375,-0.072613,-0.050408,-0.223398,-0.14625,-0.104501,-0.032198
"Pyridine, 2-methyl-5-vinyl-.Styrene",0.6,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.212011,-0.208375,-0.072613,-0.050408,-0.223398,-0.14625,-0.104501,-0.032198
"Pyridine, 2-methyl-5-vinyl-.Styrene",0.73,-0.23001200000000002,-0.203579,-0.064886,-0.034535,-0.212011,-0.208375,-0.072613,-0.050408,-0.223398,-0.14625,-0.104501,-0.032198
"Methacrylate, 2-hydroxyethyl.Methacrylate, diphenylmethyl",0.5,-0.228093,-0.21481,-0.073984,-0.044122,-0.245577,-0.215695,-0.085818,0.027167,-0.211331,-0.180487,-0.128307,-0.043363
"Methacrylate, 2-hydroxyethyl.Methacrylate, diphenylmethyl",0.8,-0.228093,-0.21481,-0.073984,-0.044122,-0.245577,-0.215695,-0.085818,0.027167,-0.211331,-0.180487,-0.128307,-0.043363
"Ethylene.Ethylene, tetrafluoro-",0.067,-0.385751,-0.23067000000000001,-0.014294,0.005803,-0.315363,-0.244627,-0.024911,0.059284,-0.317483,-0.203336,-0.125999,0.020927
"Ethylene.Ethylene, tetrafluoro-",0.065,-0.385751,-0.23067000000000001,-0.014294,0.005803,-0.315363,-0.244627,-0.024911,0.059284,-0.317483,-0.203336,-0.125999,0.020927
"Ethylene.Ethylene, tetrafluoro-",0.02,-0.385751,-0.23067000000000001,-0.014294,0.005803,-0.315363,-0.244627,-0.024911,0.059284,-0.317483,-0.203336,-0.125999,0.020927
"Ethylene.Ethylene, tetrafluoro-",0.065,-0.385751,-0.23067000000000001,-0.014294,0.005803,-0.315363,-0.244627,-0.024911,0.059284,-0.317483,-0.203336,-0.125999,0.020927
"Ethylene.Ethylene, tetrafluoro-",0.02,-0.385751,-0.23067000000000001,-0.014294,0.005803,-0.315363,-0.244627,-0.024911,0.059284,-0.317483,-0.203336,-0.125999,0.020927
"Ethylene.Ethylene, tetrafluoro-",0.1,-0.385751,-0.23067000000000001,-0.014294,0.005803,-0.315363,-0.244627,-0.024911,0.059284,-0.317483,-0.203336,-0.125999,0.020927
"Acrylate, α-chloro-, ethyl.Vinyl acetate",0.03,-0.242132,-0.227671,-0.048528,-0.00357,-0.23909,-0.238807,-0.087747,0.007032,-0.232249,-0.142258,-0.083674,-0.025058
"Acrylate, α-chloro-, ethyl.Vinyl acetate",0.03,-0.242132,-0.227671,-0.048528,-0.00357,-0.23909,-0.238807,-0.087747,0.007032,-0.232249,-0.142258,-0.083674,-0.025058
"Acrylonitrile.Methacrylate, 2-(N,N-dimethyl-carbamoyloxy)ethyl",1.89,-0.228916,-0.210568,-0.075333,0.017485,-0.307886,-0.266671,-0.092915,-0.013216,-0.209378,-0.181048,-0.129021,0.00979
"Carbazole, N-methyl-3-vinyl-.Styrene",0.735,-0.230012,-0.203579,-0.064886,-0.034535,-0.192262,-0.173875,-0.057336,-0.048484,-0.223398,-0.14625,-0.104501,-0.032198
"Acrylonitrile.Vinylethynyl-4-piperidinol, 1,2,5-trimethyl-4-",0.38,-0.212237,-0.17811,-0.062317,0.007723,-0.307886,-0.266671,-0.092915,-0.013216,-0.177877,-0.15885,-0.108028,0.004031
"Methacrylate, methyl.Pyridazone, 2-vinyl-3-",1.56,-0.218949,-0.210242,-0.1086,-0.040606,-0.242223,-0.232505,-0.073856,0.03591,-0.213694,-0.156558,-0.128597,-0.071832
"Acrylic acid.Methacrylate, isopropyl",0.68,-0.239659,-0.22877,-0.070961,0.027513,-0.262736,-0.238315,-0.086569,0.017874,-0.217478,-0.177516,-0.124995,0.01527
"Acrylic acid.Methacrylate, isopropyl",0.68,-0.239659,-0.22877,-0.070961,0.027513,-0.262736,-0.238315,-0.086569,0.017874,-0.217478,-0.177516,-0.124995,0.01527
"Pyridine, N-oxide-, 2-vinyl-5-ethyl-.Styrene",0.06,-0.230012,-0.203579,-0.064886,-0.034535,-0.22781,-0.214362,-0.084544,-0.045535,-0.223398,-0.14625,-0.104501,-0.032198
"Pyridine, N-oxide-, 2-vinyl-5-ethyl-.Styrene",0.06,-0.230012,-0.203579,-0.064886,-0.034535,-0.22781,-0.214362,-0.084544,-0.045535,-0.223398,-0.14625,-0.104501,-0.032198
"Styrene.Styrene, m-amino-",1.18,-0.201995,-0.174673,-0.05576699999999999,-0.018837,-0.230012,-0.20357900000000004,-0.064886,-0.034535,-0.17194999999999996,-0.139431,-0.098616,-0.015534
"Styrene.Styrene, m-amino-",1.16,-0.201995,-0.174673,-0.05576699999999999,-0.018837,-0.230012,-0.20357900000000004,-0.064886,-0.034535,-0.17194999999999996,-0.139431,-0.098616,-0.015534
"Styrene.Styrene, m-amino-",1.18,-0.201995,-0.174673,-0.05576699999999999,-0.018837,-0.230012,-0.20357900000000004,-0.064886,-0.034535,-0.17194999999999996,-0.139431,-0.098616,-0.015534
"Acrylamido, 1-deoxy-D-glucitol.Methacrylate, methyl",3.75,-0.242223,-0.232505,-0.073856,0.03591,-0.227343,-0.213515,-0.087437,-0.011324,-0.220687,-0.179645,-0.127212,0.015165
"Acrylate, benzyl.Acrylonitrile",1.49,-0.307886,-0.266671,-0.09291500000000001,-0.013216,-0.234687,-0.225932,-0.079208,-0.046871,-0.292009,-0.20545899999999997,-0.14659,-0.015383
"Acrylate, benzyl.Acrylonitrile",0.28,-0.307886,-0.266671,-0.09291500000000001,-0.013216,-0.234687,-0.225932,-0.079208,-0.046871,-0.292009,-0.20545899999999997,-0.14659,-0.015383
"Acrylate, benzyl.Acrylonitrile",1.49,-0.307886,-0.266671,-0.09291500000000001,-0.013216,-0.234687,-0.225932,-0.079208,-0.046871,-0.292009,-0.20545899999999997,-0.14659,-0.015383
"Acrylamide, N,N-dimethyl-.Methacrylate, methyl",2.15,-0.242223,-0.232505,-0.073856,0.03591,-0.206245,-0.202065,-0.060865,0.020580000000000005,-0.220687,-0.179645,-0.127212,0.015165
"Acrylamide, N,N-dimethyl-.Methacrylate, methyl",2.8,-0.242223,-0.232505,-0.073856,0.03591,-0.206245,-0.202065,-0.060865,0.020580000000000005,-0.220687,-0.179645,-0.127212,0.015165
"Acrylamide, N,N-dimethyl-.Methacrylate, methyl",2.64,-0.242223,-0.232505,-0.073856,0.03591,-0.206245,-0.202065,-0.060865,0.020580000000000005,-0.220687,-0.179645,-0.127212,0.015165
"Acrylamide, N,N-dimethyl-.Methacrylate, methyl",1.65,-0.242223,-0.232505,-0.073856,0.03591,-0.206245,-0.202065,-0.060865,0.020580000000000005,-0.220687,-0.179645,-0.127212,0.015165
"Acrylamide, N,N-dimethyl-.Methacrylate, methyl",2.15,-0.242223,-0.232505,-0.073856,0.03591,-0.206245,-0.202065,-0.060865,0.020580000000000005,-0.220687,-0.179645,-0.127212,0.015165
"Acrylamide, N,N-dimethyl-.Methacrylate, methyl",2.8,-0.242223,-0.232505,-0.073856,0.03591,-0.206245,-0.202065,-0.060865,0.020580000000000005,-0.220687,-0.179645,-0.127212,0.015165
"Acrylamide, N,N-dimethyl-.Methacrylate, methyl",2.64,-0.242223,-0.232505,-0.073856,0.03591,-0.206245,-0.202065,-0.060865,0.020580000000000005,-0.220687,-0.179645,-0.127212,0.015165
"Methacrylate, methyl.Pyridine, 2-vinyl-",0.73,-0.214771,-0.212185,-0.075182,-0.04993,-0.242223,-0.232505,-0.073856,0.03591,-0.206639,-0.158027,-0.116963,-0.04953
"Methacrylate, methyl.Pyridine, 2-vinyl-",0.86,-0.214771,-0.212185,-0.075182,-0.04993,-0.242223,-0.232505,-0.073856,0.03591,-0.206639,-0.158027,-0.116963,-0.04953
"Methacrylate, methyl.Pyridine, 2-vinyl-",1.1,-0.214771,-0.212185,-0.075182,-0.04993,-0.242223,-0.232505,-0.073856,0.03591,-0.206639,-0.158027,-0.116963,-0.04953
"Methacrylate, methyl.Pyridine, 2-vinyl-",0.73,-0.214771,-0.212185,-0.075182,-0.04993,-0.242223,-0.232505,-0.073856,0.03591,-0.206639,-0.158027,-0.116963,-0.04953
"Methacrylate, methyl.Pyridine, 2-vinyl-",0.86,-0.214771,-0.212185,-0.075182,-0.04993,-0.242223,-0.232505,-0.073856,0.03591,-0.206639,-0.158027,-0.116963,-0.04953
"Methacrylate, methyl.Pyridine, 2-vinyl-",0.76,-0.214771,-0.212185,-0.075182,-0.04993,-0.242223,-0.232505,-0.073856,0.03591,-0.206639,-0.158027,-0.116963,-0.04953
"Methacrylate, methyl.Pyridine, 2-vinyl-",0.64,-0.214771,-0.212185,-0.075182,-0.04993,-0.242223,-0.232505,-0.073856,0.03591,-0.206639,-0.158027,-0.116963,-0.04953
"Methacrylate, methyl.Pyridine, 2-vinyl-",1.1,-0.214771,-0.212185,-0.075182,-0.04993,-0.242223,-0.232505,-0.073856,0.03591,-0.206639,-0.158027,-0.116963,-0.04953
"Methacrylate, methyl.Thiophene, 3-vinyl",0.25,-0.220694,-0.198084,-0.054186,-0.029515,-0.242223,-0.232505,-0.073856,0.03591,-0.211719,-0.138268,-0.093221,-0.036729
Methacrylonitrile.Vinylidene chloride,0.3,-0.279512,-0.234893,-0.050623,-0.025023,-0.303387,-0.253745,-0.0813,-0.003589,-0.274769,-0.168126,-0.102489,-0.019386
Methacrylonitrile.Vinylidene chloride,0.36,-0.279512,-0.234893,-0.050623,-0.025023,-0.303387,-0.253745,-0.0813,-0.003589,-0.274769,-0.168126,-0.102489,-0.019386
Methacrylonitrile.Vinylidene chloride,0.3,-0.279512,-0.234893,-0.050623,-0.025023,-0.303387,-0.253745,-0.0813,-0.003589,-0.274769,-0.168126,-0.102489,-0.019386
Methacrylonitrile.Vinylidene chloride,0.036,-0.279512,-0.234893,-0.050623,-0.025023,-0.303387,-0.253745,-0.0813,-0.003589,-0.274769,-0.168126,-0.102489,-0.019386
"Methacrylate, methyl.Methacrylic acid 276",0.99,-0.237316,-0.226607,-0.06958,0.024641,-0.242223,-0.232505,-0.073856,0.03591,-0.217962,-0.177536,-0.125016,0.014434
"Itaconimide, N-benzyl-.Methacrylate, methyl",0.46,-0.242223,-0.232505,-0.073856,0.03591,-0.226379,-0.225758,-0.091288,-0.045086,-0.220687,-0.179645,-0.127212,0.015165
"Itaconimide, N-benzyl-.Methacrylate, methyl",0.46,-0.242223,-0.232505,-0.073856,0.03591,-0.226379,-0.225758,-0.091288,-0.045086,-0.220687,-0.179645,-0.127212,0.015165
"Acrylate, α-(4-chlorobenzyl)-, ethyl.Styrene",0.04,-0.230012,-0.203579,-0.064886,-0.034535,-0.234373,-0.210873,-0.080235,-0.041572,-0.223398,-0.14625,-0.104501,-0.032198
"Acrylate, α-(4-chlorobenzyl)-, ethyl.Styrene",0.04,-0.230012,-0.203579,-0.064886,-0.034535,-0.234373,-0.210873,-0.080235,-0.041572,-0.223398,-0.14625,-0.104501,-0.032198
"Styrene.Styrene, m-methoxy-",0.661,-0.210068,-0.192709,-0.063431,-0.020683,-0.230012,-0.203579,-0.064886,-0.034535,-0.189934,-0.144637,-0.102875,-0.023759
"Styrene.Styrene, m-methoxy-",0.661,-0.210068,-0.192709,-0.063431,-0.020683,-0.230012,-0.203579,-0.064886,-0.034535,-0.189934,-0.144637,-0.102875,-0.023759
"Citraconate, diisobutyl.Styrene",1.8,-0.230012,-0.203579,-0.064886,-0.034535,-0.23321,-0.230189,-0.075541,-0.029664,-0.223398,-0.14625,-0.104501,-0.032198
"Citraconate, diisobutyl.Styrene",1.8,-0.230012,-0.203579,-0.064886,-0.034535,-0.23321,-0.230189,-0.075541,-0.029664,-0.223398,-0.14625,-0.104501,-0.032198
"Methacrylate, methyl.Methacrylate, tert-butyl",1.35,-0.237954,-0.223089,-0.069521,0.023527,-0.242223,-0.232505,-0.073856,0.03591,-0.212423,-0.175972,-0.123428,0.014874
Acrylonitrile.Vinyl trichloroacetate,0.047,-0.264581,-0.247903,-0.091014,-0.067556,-0.307886,-0.266671,-0.092915,-0.013216,-0.256421,-0.165087,-0.113017,-0.080537
Styrene.Vinyl chloromethyl ketone,0.507,-0.264281,-0.224347,-0.107814,-0.021564,-0.230012,-0.203579,-0.064886,-0.034535,-0.214164,-0.210049,-0.158307,-0.043287
Styrene.Vinyl chloromethyl ketone,0.507,-0.264281,-0.224347,-0.107814,-0.021564,-0.230012,-0.203579,-0.064886,-0.034535,-0.214164,-0.210049,-0.158307,-0.043287
"Methacrylate, 2,3-epithiopropyl.Styrene",0.41,-0.230012,-0.203579,-0.064886,-0.034535,-0.236944,-0.202331,-0.078702,-0.028658,-0.223398,-0.14625,-0.104501,-0.032198
"Butadiene, 2,3-bis(diethylphosphono)-.Maleimide, N-(2-hydroxyethyl)-",0.49,-0.234431,-0.229828,-0.124609,0.006264,-0.230817,-0.229113,-0.076199,-0.030745,-0.219086,-0.218317,-0.167552,-0.060934
"Acrolein, 2-chloro-.Styrene",0.02,-0.230012,-0.203579,-0.064886,-0.034535,-0.251704,-0.238068,-0.119437,-0.006616,-0.223398,-0.14625,-0.104501,-0.032198
"Acrolein, 2-chloro-.Styrene",0.02,-0.230012,-0.203579,-0.064886,-0.034535,-0.251704,-0.238068,-0.119437,-0.006616,-0.223398,-0.14625,-0.104501,-0.032198
Acrylonitrile.Vinyl methyl ketone,1.75,-0.26518,-0.21047,-0.094457,0.018391,-0.307886,-0.266671,-0.092915,-0.013216,-0.201768,-0.199009,-0.147579,-0.013177
Acrylonitrile.Vinyl methyl ketone,1.39,-0.26518,-0.21047,-0.094457,0.018391,-0.307886,-0.266671,-0.092915,-0.013216,-0.201768,-0.199009,-0.147579,-0.013177
"Acrylonitrile.Tetrazole, 2-methyl-5-(4'-vinyl)phenyl-",1.1,-0.234643,-0.20066,-0.081709,-0.054178,-0.307886,-0.266671,-0.092915,-0.013216,-0.224139,-0.150305,-0.115585,-0.05609
"Acrylonitrile.Tetrazole, 2-methyl-5-(4'-vinyl)phenyl-",1.1,-0.234643,-0.20066,-0.081709,-0.054178,-0.307886,-0.266671,-0.092915,-0.013216,-0.224139,-0.150305,-0.115585,-0.05609
"Butadiene, 1-phthalimido-.Styrene",0.299,-0.230012,-0.203579,-0.064886,-0.034535,-0.237599,-0.196525,-0.118298,-0.086538,-0.223398,-0.14625,-0.104501,-0.032198
"Butadiene, 1-phthalimido-.Styrene",0.299,-0.230012,-0.203579,-0.064886,-0.034535,-0.237599,-0.196525,-0.118298,-0.086538,-0.223398,-0.14625,-0.104501,-0.032198
"Acrylate, α-cyano-, methyl.Methacrylate, methyl",0.21,-0.242223,-0.232505,-0.073856,0.03591,-0.271833,-0.25802,-0.118574,-0.026379,-0.220687,-0.179645,-0.127212,0.015165
"Acrylate, α-cyano-, methyl.Methacrylate, methyl",0.068,-0.242223,-0.232505,-0.073856,0.03591,-0.271833,-0.25802,-0.118574,-0.026379,-0.220687,-0.179645,-0.127212,0.015165
"Butadiene, 2-fluoro-.Isoprene",0.25,-0.274763,-0.207025,-0.055593,0.037216,-0.282863,-0.216629,-0.067892,0.035966,-0.224993,-0.146149,-0.081686,-0.007759
"Butadiene, 2-fluoro-.Isoprene",0.25,-0.274763,-0.207025,-0.055593,0.037216,-0.282863,-0.216629,-0.067892,0.035966,-0.224993,-0.146149,-0.081686,-0.007759
"Methacrylate, methyl.Vinyl acetate",0.03,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.242223,-0.232505,-0.073856,0.03591,-0.232249,-0.142258,-0.08367399999999998,-0.025058
"Methacrylate, methyl.Vinyl acetate",0.04,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.242223,-0.232505,-0.073856,0.03591,-0.232249,-0.142258,-0.08367399999999998,-0.025058
"Methacrylate, methyl.Vinyl acetate",0.07,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.242223,-0.232505,-0.073856,0.03591,-0.232249,-0.142258,-0.08367399999999998,-0.025058
"Pyrimidine, 2-N,N-dimethylamino-4-vinyl-.Styrene",0.338,-0.230012,-0.203579,-0.064886,-0.034535,-0.162319,-0.158546,-0.081141,-0.055742,-0.223398,-0.14625,-0.104501,-0.032198
Methylenebutyrolactone.Styrene,0.09,-0.230012,-0.203579,-0.064886,-0.034535,-0.249704,-0.230014,-0.082503,0.016613,-0.223398,-0.14625,-0.104501,-0.032198
Methylenebutyrolactone.Styrene,0.09,-0.230012,-0.203579,-0.064886,-0.034535,-0.249704,-0.230014,-0.082503,0.016613,-0.223398,-0.14625,-0.104501,-0.032198
"Acrylate, β-acetoxymethyl-, methyl.Methacrylate, methyl",0.91,-0.242223,-0.232505,-0.073856,0.03591,-0.240026,-0.233576,-0.077845,-0.031812,-0.220687,-0.179645,-0.127212,0.015165
"Acrylate, β-acetoxymethyl-, methyl.Methacrylate, methyl",0.91,-0.242223,-0.232505,-0.073856,0.03591,-0.240026,-0.233576,-0.077845,-0.031812,-0.220687,-0.179645,-0.127212,0.015165
"Acrylate, p-bromophenyl.Methacrylate, methyl",0.926,-0.242223,-0.232505,-0.073856,0.03591,-0.244627,-0.219914,-0.090148,-0.054494,-0.220687,-0.179645,-0.127212,0.015165
"Acrylate, p-bromophenyl.Methacrylate, methyl",0.926,-0.242223,-0.232505,-0.073856,0.03591,-0.244627,-0.219914,-0.090148,-0.054494,-0.220687,-0.179645,-0.127212,0.015165
"Acrylate, p-bromophenyl.Methacrylate, methyl",0.926,-0.242223,-0.232505,-0.073856,0.03591,-0.244627,-0.219914,-0.090148,-0.054494,-0.220687,-0.179645,-0.127212,0.015165
"Acrylate, p-bromophenyl.Methacrylate, methyl",0.926,-0.242223,-0.232505,-0.073856,0.03591,-0.244627,-0.219914,-0.090148,-0.054494,-0.220687,-0.179645,-0.127212,0.015165
"Pyrrolidone, N-vinyl-.Styrene",17.2,-0.230012,-0.203579,-0.064886,-0.034535,-0.214269,-0.199943,-0.039613,0.015297,-0.223398,-0.14625,-0.104501,-0.032198
"Methacrylate, octyl.Styrene",0.65,-0.230012,-0.20357900000000004,-0.064886,-0.034535,-0.23862400000000003,-0.229931,-0.071187,0.023859,-0.223398,-0.14625,-0.104501,-0.032198
"Methacrylate, octyl.Styrene",0.65,-0.230012,-0.20357900000000004,-0.064886,-0.034535,-0.23862400000000003,-0.229931,-0.071187,0.023859,-0.223398,-0.14625,-0.104501,-0.032198
"Methacrylate, octyl.Styrene",0.56,-0.230012,-0.20357900000000004,-0.064886,-0.034535,-0.23862400000000003,-0.229931,-0.071187,0.023859,-0.223398,-0.14625,-0.104501,-0.032198
"Acrylic acid.Acrylic acid, 2-benzamido-",2.08,-0.221174,-0.216087,-0.089549,-0.067181,-0.262736,-0.238315,-0.086569,0.017874,-0.225126,-0.16434,-0.132542,-0.078099
"Acrylic acid.Acrylic acid, 2-benzamido-",2.08,-0.221174,-0.216087,-0.089549,-0.067181,-0.262736,-0.238315,-0.086569,0.017874,-0.225126,-0.16434,-0.132542,-0.078099
